"id","heading","images","description","reporter","town","city","reporter_id","featured","status","top_news","top_new_b1","top_new_b2","top_new_b3","created_at","updated_at"
"87","عزیز بھٹی شہید ہسپتال سے اغواء ہونے والا نومولود بچہ پولیس نے دو گھنٹے کے اندر بازیاب کروالیا۔ خاتون اغواء کار گرفتار*","[""sDnK8mAVY3.jpg""]","*گجرات: عزیز بھٹی شہید ہسپتال سے اغواء ہونے والا نومولود ب پولیس نے دو گھنٹے کے اندر بازیاب کروالیا۔ خاتون اغواء کار گرفتار*
تفصیلات کے مطابق موضع جمالپور سیداں کی رہائشی خاتون مسمات نسرین بی بی زوجہ فضل عباس کے ہاں عزیز بھٹی شہید ہسپتال میں بچے کی پیدائش ہوئی۔ نومولود بچے کو پیدائش کے تقریبا دو گھنٹے بعد بوقت 5:30 بجیشام پراسرار طور پر ہسپتال سے اغواء کر لیا گیا۔ واقع کی اطلاع ملتے ہی ڈی ایس پی سٹی اور ایس ایچ او تھانہ سول لائنز نے نفری کے ہمراہ فوراً جائے وقوعہ پر پہنچ کر تفتیش شروع کردی۔ واقع کی حساسیت کے پیش نظر ڈی پی او گجرات عمر سلامت نے ڈی ایس پی سٹی پرویز اقبال گوندل کی قیادت میں خصوصی ٹیم تشکیل دی۔ جس میں ایس ایچ او تھانہ سول لائن امیر عباس، پی ایس او عمران فاروق سوہی اور اے ایس آئی دلدار احمد شامل ہیں۔ جنہوں نے سی سی ٹی کیمروں کی مدد سے خاتون اغواء کار کو شناخت کر لیا اور جدید ٹیکنالوجی کا استعمال کرتے ہوئے دو گھنٹے کے قلیل وقت کے اندر مغوی بچے کو بحفاظت بازیاب کرا لیا۔ پولیس نے خاتون اغواء کار شاہدہ بی بی زوجہ حسن سکنہ چوہدووال کو گرفتار کرلیا ہے ۔ملزمہ سے مزید تفتش جاری ہے۔","Superadmin",NULL,"گجرات","3","1","1","1","uploads/news/fjHXWFVG4F.png","uploads/news/fjHXWFVG4F.png","uploads/news/fjHXWFVG4F.png","2022-01-17 14:42:34","2022-01-17 14:42:34"
"88","ورونا وائرس کی ابتدا سے ہی آسٹریلیا جانے کے خواہش مند افراد کو دنیا میں امیگریشن اور قرنطینہ کے سخت ترین عمل سے گزرنا پڑ رہا تھا۔ اگرچہ آسٹریلیا کے ویزا رکھنے والے ویکسینیٹڈ افراد کے لیے اس میں کچھ نرمی ضرور کی گئی","[""boJ5XGKSB4.png""]","یہی وجہ ہے کہ جب ویکسین نہ لگوانے والے ٹینس کھلاڑی نوواک جوکووچ نے اعلان کیا کہ وہ آسٹریلین اوپن میں اپنے ٹائٹل کا دفاع کرنے کے لیے میلبرن جارہے ہیں اور انہیں قرنطینہ سے مستثنیٰ کردیا گیا ہے تو آسٹریلوی شہریوں اور دنیا بھر کے لوگوں کو حیرت ہوئی۔

کچھ لوگوں کے نزدیک یہ اجازت دراصل امیر اور طاقتور افراد کے حق میں قوانین کو نرم کرنے کے مترادف تھی جو کسی عام آدمی کے لیے نہیں کی جاتیں۔ جب ٹینس کے ایک مشہور کھلاڑٰی ہونے کے باوجود بھی وائرس نے انہیں نہیں چھوڑا تو پھر امیگریشن انتظامیہ نے ان کے لیے قوانین میں نرمی کیوں کی؟

تادمِ تحریر نوواک جوکووچ کے ویزا کا معاملہ غیر یقینی کا شکار ہے، ویزا قوانین کا دوہرا معیار اس قانون پر بہت بڑا سوالیہ نشان ہے۔ کیا کسی قانون کا نفاذ اتنا غیر منصفانہ ہوسکتا ہے کہ ہمارے پاس اس پر عمل کرنے کی کوئی معقول وجہ ہی نہ ہو؟","اعظم انصاری",NULL,"جلالپور جٹاں","11","0","1","0",NULL,NULL,NULL,"2022-01-18 17:06:18","2022-02-17 13:32:37"
"93","تعس تعس  تعس","[""qw14wQBnEm.png""]","تعس تعس  تعس","Superadmin",NULL,"گجرات","3","1","1","1",NULL,NULL,NULL,"2022-02-22 01:25:54","2022-02-23 10:40:24"
"94","گجگجگ گج","[""qvXlTrD4PS.png""]","یہی وجہ ہے کہ جب ویکسین نہ لگوانے والے ٹینس کھلاڑی نوواک جوکووچ نے اعلان کیا کہ وہ آسٹریلین اوپن میں اپنے ٹائٹل کا دفاع کرنے کے لیے میلبرن جارہے ہیں اور انہیں قرنطینہ سے مستثنیٰ کردیا گیا ہے تو آسٹریلوی شہریوں اور دنیا بھر کے لوگوں کو حیرت ہوئی۔ کچھ لوگوں کے نزدیک یہ اجازت دراصل امیر اور طاقتور افراد کے حق میں قوانین کو نرم کرنے کے مترادف تھی جو کسی عام آدمی کے لیے نہیں کی جاتیں۔ جب ٹینس کے ایک مشہور کھلاڑٰی ہونے کے باوجود بھی وائرس نے انہیں نہیں چھوڑا تو پھر امیگریشن انتظامیہ نے ان کے لیے قوانین میں نرمی کیوں کی؟ تادمِ تحریر نوواک جوکووچ کے ویزا کا معاملہ غیر یقینی کا شکار ہے، ویزا قوانین کا دوہرا معیار اس قانون پر بہت بڑا سوالیہ نشان ہے۔ کیا کسی قانون کا نفاذ اتنا غیر منصفانہ ہوسکتا ہے کہ ہمارے پاس اس پر عمل کرنے کی کوئی معقول وجہ ہی نہ ہو؟

یہی وجہ ہے کہ جب ویکسین نہ لگوانے والے ٹینس کھلاڑی نوواک جوکووچ نے اعلان کیا کہ وہ آسٹریلین اوپن میں اپنے ٹائٹل کا دفاع کرنے کے لیے میلبرن جارہے ہیں اور انہیں قرنطینہ سے مستثنیٰ کردیا گیا ہے تو آسٹریلوی شہریوں اور دنیا بھر کے لوگوں کو حیرت ہوئی۔ کچھ لوگوں کے نزدیک یہ اجازت دراصل امیر اور طاقتور افراد کے حق میں قوانین کو نرم کرنے کے مترادف تھی جو کسی عام آدمی کے لیے نہیں کی جاتیں۔ جب ٹینس کے ایک مشہور کھلاڑٰی ہونے کے باوجود بھی وائرس نے انہیں نہیں چھوڑا تو پھر امیگریشن انتظامیہ نے ان کے لیے قوانین میں نرمی کیوں کی؟ تادمِ تحریر نوواک جوکووچ کے ویزا کا معاملہ غیر یقینی کا شکار ہے، ویزا قوانین کا دوہرا معیار اس قانون پر بہت بڑا سوالیہ نشان ہے۔ کیا کسی قانون کا نفاذ اتنا غیر منصفانہ ہوسکتا ہے کہ ہمارے پاس اس پر عمل کرنے کی کوئی معقول وجہ ہی نہ ہو؟


یہی وجہ ہے کہ جب ویکسین نہ لگوانے والے ٹینس کھلاڑی نوواک جوکووچ نے اعلان کیا کہ وہ آسٹریلین اوپن میں اپنے ٹائٹل کا دفاع کرنے کے لیے میلبرن جارہے ہیں اور انہیں قرنطینہ سے مستثنیٰ کردیا گیا ہے تو آسٹریلوی شہریوں اور دنیا بھر کے لوگوں کو حیرت ہوئی۔ کچھ لوگوں کے نزدیک یہ اجازت دراصل امیر اور طاقتور افراد کے حق میں قوانین کو نرم کرنے کے مترادف تھی جو کسی عام آدمی کے لیے نہیں کی جاتیں۔ جب ٹینس کے ایک مشہور کھلاڑٰی ہونے کے باوجود بھی وائرس نے انہیں نہیں چھوڑا تو پھر امیگریشن انتظامیہ نے ان کے لیے قوانین میں نرمی کیوں کی؟ تادمِ تحریر نوواک جوکووچ کے ویزا کا معاملہ غیر یقینی کا شکار ہے، ویزا قوانین کا دوہرا معیار اس قانون پر بہت بڑا سوالیہ نشان ہے۔ کیا کسی قانون کا نفاذ اتنا غیر منصفانہ ہوسکتا ہے کہ ہمارے پاس اس پر عمل کرنے کی کوئی معقول وجہ ہی نہ ہو؟","Reporter 2",NULL,"گجرات","6","1","1","1","uploads/news/acwECS7CeC.png","uploads/news/z20nHwj10a.jpg","uploads/news/c3jzilhPDg.jpg","2022-02-22 13:52:09","2022-02-24 14:11:33"
"95","گجرات کے جیالے متحرک ہوگئے ہیں سات مارچ کو بلاول بھٹو زرداری کااہل گجرات تاریخ سازاستقبال کریں","[""FRggDdjdY0.jpg""]","کستان پیپلزپارٹی کے رہنما سابق صدر میاں فخرمشتاق پگانوالہ نے کہاکہ گجرات کے جیالے متحرک ہوگئے ہیں سات مارچ کو جی ٹی ایس چوک پر محترمہ بے نظیربھٹو شہید کے صاحبزادے بلاول بھٹو زرداری کااہل گجرات تاریخ سازاستقبال کریں گے وہ گزشتہ روز شعبہ خواتین کے زیراہتمام ریلوے روڈ پرخواتین اکٹھ سے خطاب کررہے تھے میاں فخرنے کہاکہ جیالوں کومتحرک کرنے کے لئے گجرات شہر کو پیپلزپارٹی کاگڑھ بنانے کے لئے ایک ایک کارکن جیالے کے پاس جارہے ہیں انشاء اللہ گجرات لانگ مارچ مثالی استقبال ہوگا۔خطاب کرتے ہوئے زاہد حسین سلیمی نے کہاکہ چیئرمین بلاول بھٹو کالانگ مارچ اقتدارکے لئے نہیں عوام کے حقوق بحال کرنے کے لئے ہے اہل گجرات تاریخ سازاستقبال کرینگے خطاب کرتے ہوئے سٹی صدرمیرانجم،جنرل سیکرٹری عامرلطیف طور،سینئرنائب صدرملک عرفان رفیع نے کہاکہ پیپلزپارٹی گجرات سٹی لانگ مارچ استقبالیہ پروگرام کے حوالے سے دن رات محنت کررہی ہے گجرات شہرکے جی ٹی ایس چوک پرسات مارچ کوجیالوں کا عظیم الشان اجتماع ہوگا جوبے نظیربھٹو شہید کے لخت جگر بلاول بھٹو کے تاریخی لانگ مارچ کاوالہا نہ استقبال کرے گا ہماری تیاری مکمل ہے انشاء اللہ اہل گجرات کااستقبال مدتوں یاد رکھاجائے گا تقریب سے یاسرامین،انسپکٹر(ر) چوہدری بشیر ودیگرمقامی رہنماؤں نے بھی خطاب کیا۔","Superadmin",NULL,"گجرات","3","1","1","0",NULL,NULL,NULL,"2022-03-02 16:58:54","2022-03-02 16:58:54"
"96","وفاقی وزیر داخلہ شیخ رشید کا کہنا ہے کہ پشاور دھماکے میں ملوث افراد کی شناخت کرلی گئی ہے اور ان کی گرفتاری جلد عمل میں آئے گی","[""OebEsDicJ3.png""]","گزشتہ روز پشاور کے کوچہ رسالدار میں واقع مسجد میں خودکش دھماکے کی تحقیقات کے حوالے سے آگاہ کرتے ہوئے اپنے ویڈیو پیغام میں وزیر داخلہ نے کہا کہ واقعے میں ملوث ملزمان کو 2 سے 3 روز میں گرفتار کرلیا جائے گا۔

ٹوئٹر پر جاری کردہ پیغام میں قانون نافذ کرنے والے اداروں کو سہراتے ہوئے ان کا کہنا تھا کہ خیبر پختونخوا پولیس اور تحقیقاتی ادارے ملزمان کی شناخت کرتے ہوئے ان کی تہہ تک پہنچ چکے ہیں۔

دریں اثنا لیڈی ریڈنگ ہسپتال کے ترجمان کا کہنا ہے کہ گزشتہ روز پشاور کے کوچہ رسالدار چوک میں واقعے شیعہ مسجد میں دھماکے میں جاں بحق افراد کی تعداد 62 تک جا پہنچی ہے، شدید زخمی ہونے والے مزید 5 افراد دوران علاج جان کی بازی ہار گئے۔

ترجمان کا کہنا تھا کہ گزشتہ روز 57 افراد کی میتیں جبکہ 37 زخمیوں کو ہسپتال منتقل کیا گیا تھا، واقعے میں مجموعی طور پر 194 افراد زخمی ہوئے تھے۔

انہوں نے کہا کہ کل سے اب تک مزید 5 افراد دوران علاج جان کی بازی ہار گئے ہیں، جس کے بعد حملے میں جاں بحق ہونے والوں کی مجموعی تعداد 62 ہوگئی ہے۔

ترجمان لیڈی ریڈنگ ہسپتال کا مزید کہنا تھا کہ زیر علاج زخمیوں میں سے 5 کی حالت تشویش ناک ہے، جو آئی سی یو میں موجود ہیں۔

مزید پڑھیں: پشاور دھماکے پر شوبز شخصیات کا اظہار افسوس

انہوں نے بتایا کہ دیگر زخمیوں میں سے ایک اور کو طبی امداد دے کر ڈسچارج کردیا گیا ہے۔

واقعے میں جاں بحق ہونے والوں میں کوہاٹ سے تعلق رکھنے 9 سالہ بچہ، 2 کزن اور ان کے چچا، دو ذاکرین مظہر علی اور مجاہد علی بھی شامل ہیں۔

نمازِ جنازہ کی ادائیگی
— فوٹو: اے پی
ادھر کوچہ رسالدار مسجد دھماکے میں شہید ہونے والوں میں سے 18 افراد کی نماز جنازہ کردی گئی۔

اجتماعی نماز جنازہ پشاور کے کوہاٹی گیٹ پر ادا کردی گئی، جس میں بڑی تعداد میں شہریوں نے شرکت کی۔

واقعے میں جاں بحق دیگر افراد کی نماز جنازہ کل ادا کی جائے گی۔

مزید پڑھیں: اقوام متحدہ کا پشاور حملے کے ذمہ داران کو کٹہرے میں لانے کا مطالبہ

یاد رہے گزشتہ روز پشاور کے قصہ خوانی بازار کے علاقے کوچہ رسالدار کی جامع مسجد میں نماز جمعہ کے دوران خودکش دھماکا ہوا تھا ابتدائی اطلاعات کے مطابق واقعے میں 56 سے زائد افراد جاں بحق اور 194 زخمی ہوئے تھے۔

عہدیداروں نے واقعے کو خود کش حملہ قرار دیتے ہوئے ابتدائی طور پر کہا تھا کہ واقعے میں دو حملہ آور ملوث تھے تاہم بعد ازاں جاری ہونے والی سی سی ٹی وی فوٹیج میں دکھایا گیا کہ سیاہ رنگ کی شلوار قمیض میں ایک حملہ آور کو شہر کے قصہ خوانی بازار کی مسجد میں پیدل چلتے اور پستول لہراتے دیکھا گیا تھا۔

انسپکٹر جنرل (آئی جی) خیبر پختونخوا معظم جا انصاری نے میڈیا سے گفتگو کرتے ہوئے بتایا تھا کہ حملے کے وقت پولیس موقع پر موجود تھی اور عبادت گاہ کے باہر 2 اہلکار سیکورٹی تعینات تھے۔

انہوں نے کہا کہ حملے میں ایک کانسٹیبل موقع پر شہید ہوا جبکہ دوسرے پولیس اہلکار کی حالت تشویشناک ہے۔

ان کا کہنا تھا کہ پہلے پستول سے فائرنگ اور پھر خودکش حملہ کیا گیا، دہشت گرد کالے کپڑوں میں ملبوس تھا جبکہ دھماکے میں 5 سے 6 کلوگرام دھماکا خیز مواد استعمال ہوا۔

آئی جی خیبر پختونخوا کا کہنا تھا کہ دھماکے کے حوالے سے کوئی پیشگی اطلاع نہیں تھی جبکہ سی سی ٹی وی فوٹیج میں ایک دہشت گرد کو دیکھا گیا ہے۔","Superadmin",NULL,"سراے عالمگیر","3","0","1","0",NULL,NULL,NULL,"2022-03-05 18:55:29","2022-03-05 18:55:29"
"97","جاں بحق افراد کی تعداد 62 ہوگئی",NULL,"دریں اثنا لیڈی ریڈنگ ہسپتال کے ترجمان کا کہنا ہے کہ گزشتہ روز پشاور کے کوچہ رسالدار چوک میں واقعے شیعہ مسجد میں دھماکے میں جاں بحق افراد کی تعداد 62 تک جا پہنچی ہے، شدید زخمی ہونے والے مزید 5 افراد دوران علاج جان کی بازی ہار گئے۔

ترجمان کا کہنا تھا کہ گزشتہ روز 57 افراد کی میتیں جبکہ 37 زخمیوں کو ہسپتال منتقل کیا گیا تھا، واقعے میں مجموعی طور پر 194 افراد زخمی ہوئے تھے۔

انہوں نے کہا کہ کل سے اب تک مزید 5 افراد دوران علاج جان کی بازی ہار گئے ہیں، جس کے بعد حملے میں جاں بحق ہونے والوں کی مجموعی تعداد 62 ہوگئی ہے۔

ترجمان لیڈی ریڈنگ ہسپتال کا مزید کہنا تھا کہ زیر علاج زخمیوں میں سے 5 کی حالت تشویش ناک ہے، جو آئی سی یو میں موجود ہیں۔

مزید پڑھیں: پشاور دھماکے پر شوبز شخصیات کا اظہار افسوس

انہوں نے بتایا کہ دیگر زخمیوں میں سے ایک اور کو طبی امداد دے کر ڈسچارج کردیا گیا ہے۔

واقعے میں جاں بحق ہونے والوں میں کوہاٹ سے تعلق رکھنے 9 سالہ بچہ، 2 کزن اور ان کے چچا، دو ذاکرین مظہر علی اور مجاہد علی بھی شامل ہیں۔

نمازِ جنازہ کی ادائیگی
— فوٹو: اے پی
ادھر کوچہ رسالدار مسجد دھماکے میں شہید ہونے والوں میں سے 18 افراد کی نماز جنازہ کردی گئی۔

اجتماعی نماز جنازہ پشاور کے کوہاٹی گیٹ پر ادا کردی گئی، جس میں بڑی تعداد میں شہریوں نے شرکت کی۔

واقعے میں جاں بحق دیگر افراد کی نماز جنازہ کل ادا کی جائے گی۔

مزید پڑھیں: اقوام متحدہ کا پشاور حملے کے ذمہ داران کو کٹہرے میں لانے کا مطالبہ

یاد رہے گزشتہ روز پشاور کے قصہ خوانی بازار کے علاقے کوچہ رسالدار کی جامع مسجد میں نماز جمعہ کے دوران خودکش دھماکا ہوا تھا ابتدائی اطلاعات کے مطابق واقعے میں 56 سے زائد افراد جاں بحق اور 194 زخمی ہوئے تھے۔

عہدیداروں نے واقعے کو خود کش حملہ قرار دیتے ہوئے ابتدائی طور پر کہا تھا کہ واقعے میں دو حملہ آور ملوث تھے تاہم بعد ازاں جاری ہونے والی سی سی ٹی وی فوٹیج میں دکھایا گیا کہ سیاہ رنگ کی شلوار قمیض میں ایک حملہ آور کو شہر کے قصہ خوانی بازار کی مسجد میں پیدل چلتے اور پستول لہراتے دیکھا گیا تھا۔

انسپکٹر جنرل (آئی جی) خیبر پختونخوا معظم جا انصاری نے میڈیا سے گفتگو کرتے ہوئے بتایا تھا کہ حملے کے وقت پولیس موقع پر موجود تھی اور عبادت گاہ کے باہر 2 اہلکار سیکورٹی تعینات تھے۔

انہوں نے کہا کہ حملے میں ایک کانسٹیبل موقع پر شہید ہوا جبکہ دوسرے پولیس اہلکار کی حالت تشویشناک ہے۔

ان کا کہنا تھا کہ پہلے پستول سے فائرنگ اور پھر خودکش حملہ کیا گیا، دہشت گرد کالے کپڑوں میں ملبوس تھا جبکہ دھماکے میں 5 سے 6 کلوگرام دھماکا خیز مواد استعمال ہوا۔

آئی جی خیبر پختونخوا کا کہنا تھا کہ دھماکے کے حوالے سے کوئی پیشگی اطلاع نہیں تھی جبکہ سی سی ٹی وی فوٹیج میں ایک دہشت گرد کو دیکھا گیا ہے۔","عبدالستارمرزا",NULL,"گجرات","14","0","1","0",NULL,NULL,NULL,"2022-03-05 19:01:07","2022-03-05 19:01:07"
"98","جاں بحق افراد کی تعداد 62 ہوگئی","[""OPhZ50ZUzB.jpg""]","یوکرین میں شہریوں کی بڑھتی ہلاکتوں کے پیش نظر دیمیترو کولیبا نے کہا کہ بین الاقوامی قانون واحد مہذب ذریعہ ہے جو ہمارے پاس اس بات کو یقینی بنانے کے لیے دستیاب ہے کہ آخر کار ان تمام لوگوں کو انصاف کے کٹہرے میں لایا جائے گا جنہوں نے اس جنگ کو ممکن بنایا۔

دیمیترو کولیبا نے کہا کہ ہم اس دشمن کے خلاف لڑ رہے ہیں جو ہم سے زیادہ طاقتور ہے، لیکن بین الاقوامی قانون ہمارے ساتھ ہے اور امید ہے کہ یہ ہماری مدد کرنے کے لیے اپنا کردار ادا کرے گا۔

گورڈن براؤن، سابق ججز اور ماہرین قانون سمیت معززین نے بدھ کے روز ایک خصوصی ٹریبونل کے قیام کا مطالبہ کیا، کیونکہ بین الاقوامی فوجداری عدالت (آئی سی سی) اس بات کا جائزہ لے رہی ہے کہ یوکرین میں مبینہ جنگی جرائم کا مقدمہ چلایا جائے۔","عبدالستارمرزا",NULL,"گجرات","14","0","1","0",NULL,NULL,NULL,"2022-03-05 19:03:39","2022-03-05 19:03:39"
"99","سی خبر رساں ایجنسیوں نے روسی وزارت دفاع کے حوالے سے بتایا کہ روس نے جنگ بندی کی اور انسانی ہمدردی کی بنیاد پر راہداری کھولنے کا اعلان کیا تاکہ شہریوں کو ماریوپول اور وولنوواخا سے نکلنے کی اجازت دی جا سکے۔","[""6VRe4WqMT3.jpg""]","روسی خبر رساں ایجنسیوں نے روسی وزارت دفاع کے حوالے سے بتایا کہ روس نے جنگ بندی کی اور انسانی ہمدردی کی بنیاد پر راہداری کھولنے کا اعلان کیا تاکہ شہریوں کو ماریوپول اور وولنوواخا سے نکلنے کی اجازت دی جا سکے۔

سٹی ہال نے سوشل میڈیا پر ایک پیغام میں اعلان کرتے ہوئے کہا کہ بحیرہ ازوف پر واقع تقریباً ساڑھے 4 لاکھ افراد پر مشتمل جنوبی شہر ماریوپول میں مقامی وقت کے مطابق 9 بجے انخلا شروع کر دیا جائے گا، شہر سے نجی ٹرانسپورٹ کے ذریعے بےدخلی ممکن ہوگی۔علان میں کہا گیا کہ شہر چھوڑنے والے تمام ڈرائیوروں سے ایک بہت بڑی درخواست ہے کہ شہری آبادی کے انخلا میں زیادہ سے زیادہ تعاون کریں، لوگوں کو اپنے ساتھ لے جائیں، جہاں تک ممکن ہو گاڑیاں بھر لیں۔

اعلان میں کہا گیا ہے کہ انخلا کا عمل کئی دنوں تک جاری رہے گا تاکہ پوری شہری آبادی کو شہر سے باہر جانے کا موقع ملے۔

بیان میں شہر کے حکام نے نجی گاڑیوں میں جانے والے رہائشیوں کو بتایا کہ انخلا کے راستوں سے ہٹ کر سفر کرنا سختی سے ممنوع ہے۔

مزید پڑھیں: روس یوکرین جنگ: ’یہ تنازع اور امن میں انتخاب کا وقت ہے‘

پیغام میں کہا گیا کہ میونسپل بسیں بھی شہر کے 3 مقامات سے لوگوں کو نکلنے میں مدد کے لیے روانہ ہو رہی ہیں۔

یوکرین کی نائب وزیر اعظم ارینا ویریشچک نے سوشل میڈیا پر لکھا کہ شہر سے تقریباً 2 لاکھ افراد کو نکالے جانے کی امید ہے۔

انہوں نے لکھا کہ مزید 15 ہزار افراد کو وولنوواخا سے لایا جائے گا جو کہ 20 ہزار افراد پر مشتمل ایک قصبہ ہے جو علیحدگی پسندوں کے زیر کنٹرول ڈونیٹسک سے 60 کلومیٹر کے فاصلے پر ایک علاقائی مرکز ہے۔

یہ بھی پڑھیں: یوکرین پر حملے کے بعد روس پر پابندیاں کتنی اہمیت کی حامل؟","عبدالستارمرزا",NULL,"گجرات","14","0","1","0",NULL,NULL,NULL,"2022-03-05 19:09:22","2022-03-05 19:09:22"
"100","’سرخ سلام‘ میں سرخوں کی ان کہی کہانیاں (تیسری قسط)","[""Xph19ypbZv.jpg""]","کامران اصدر علی کی کتاب سرخ سلام پر پہلا بلاگ 14 جنوری کو باندھا تھا۔ مگر دوسرے بلاگ میں مہینے کا وقفہ آگیا۔ یہ جو قسطوں اور وقفوں میں کالم یا بلاگ لکھے جاتے ہیں اس میں مشکل یہ ہے کہ اب وہ دن ہوا ہوئے جب کالموں اور کتابوں اور ان پر تبصروں کا انتظار رہتا تھا۔

اگر ایک دو لوگ پڑھ کر تبصرہ یا کال کرلیں تو دل شاد ہوتا ہے اور مزید قلم گھسیٹنے کے لیے راغب ہوتا ہے۔ مگر سرخ سلام پر جو ردِعمل سامنے آیا وہ توقع سے زیادہ تھا۔ مرحوم بلکہ مدفون کمیونسٹ پارٹی آف پاکستان کی تاریخ پر سرخ سلام کے اوراق الٹتے ہوئے فراق گورکھپوری کی زبان میں ’دل کو کئی کہانیاں یاد سی آکر رہ گئیں‘۔

گزشتہ بلاگ میں اس جملے پر قلم رکا تھا کہ کالعدم کمیونسٹ پارٹی کا جو ڈھانچہ پارٹی کے سیکریٹری سجاد ظہیر کے بھارت جانے کے بعد بکھرا اور پھر نومبر 1960ء میں لاہور کے شاہی قلعہ میں حسن ناصر کی موت کے بعد جو زیرِ زمین پارٹی سرگرم تھی کیا وہ مرکزی تھی یا صوبائی؟ پھر اس سے بھی زیادہ اہم یہ ہے کہ مرکزی اور صوبائی سطح پر جو پارٹی کمیٹیاں تھیں انہیں کب، کہاں اور کس نے نامزد کیا؟

چلیں تسلیم کہ شدید سختیوں اور پابندیوں کے سبب پورا پارٹی نیٹ ورک اور اس کی ذمہ داریاں نبھانے والے زیرِ زمین کام کر رہے تھے مگر جنرل ضیاالحق کے مارشل لا کے بعد تو کمیونسٹ پارٹی پر غیر اعلانیہ پابندی اٹھ چکی تھی اور 3 دہائیوں تک روپوش رہنے والے بیشتر کامریڈ سرگرم تھے۔ حوالے کے لیے چین نواز کامریڈ طفیل عباس، معراج محمد خان اور روس نواز کامریڈ پروفیسر جمال نقوی، جام ساقی جیسے سکہ بند پارٹی کارڈ ہولڈرز سے بات کی جاسکتی تھی۔
پہلے بھی لکھ چکا ہوں کہ زیرِ زمین پارٹی کی تاریخ عینی شاہدوں یا ان کے وارثوں سے مکالمہ کیے بغیر نہیں لکھی جاسکتی پھر یہ بھی ضروری ہے کہ آپ پارٹی کے حوالے سے جن سے مکالمہ کر رہے ہیں کیا وہ معتبر اور کمیٹڈ رہے ہیں یا نہیں۔ معذرت کے ساتھ کامران اصدر نے اپنی کتاب میں کم و بیش 200 کے قریب کامریڈوں، ان کی آل اولاد یا ان کے ہمدردوں سے گفتگو کی، مگر ان میں سے بیشتر یا تو منحرف ہوگئے تھے یا پھر غیر معتبر کہلائے جاتے ہیں۔

1948ء میں کمیونسٹ پارٹی آف پاکستان کے قیام، پنڈی سازش کیس کے بعد پارٹی پر پابندی لگنے اور پھر پارٹی کے سیکریٹری سجاد ظہیر کی 1955ء میں رہائی اور بھارت روانگی کے بارے میں ڈاکٹر جعفر احمد کی مرتب سید سبط حسن کی کتاب ’مغنی آتش نفس، سجاد ظہیر‘ میں یہ روداد بڑی ایمانداری اور دلشنیں انداز میں لکھ دی گئی ہے۔

اس کا سبب یہ ہے کہ قیامِ پاکستان سے پہلے اور بعد میں صرف ایک سید سبط حسن ہی تھے جن کا لکھا حرفِ آخر کہا جائے گا۔ یقیناً کامران اصدر نے اس سے استفادہ کیا مگر 1955ء میں پارٹی پر پابندی لگنے کے بعد اس بدقسمت پارٹی اور اس کے خون تھوکتے کامریڈوں پر کیا گزری، اس کی تفصیل جاننے کی ہمارے کامریڈ اصدر علی نے شعوری کوشش نہیں کی کہ اصل فساد تو اس کے بعد شروع ہوا۔","شیخ مظفر","بھاگووال",NULL,"21","0","1","0",NULL,NULL,NULL,"2022-03-06 14:52:41","2022-11-21 17:25:28"
